user_id,budget_lakh,purchase_timeline,visit_count,comparison_count,emi_used,test_drive,brochure_download,occupation,purchased
72,15,365,11,3,0,0,0,4,0
73,7,15,18,8,0,0,0,1,0
74,15,15,14,7,0,1,0,4,1
75,25,180,8,7,0,0,1,2,0
76,40,365,15,4,1,1,0,3,1
77,30,180,17,0,0,0,1,2,0
78,30,7,18,8,0,0,1,4,1
79,5,7,6,1,0,0,0,5,1
80,30,30,14,5,0,0,0,1,1
81,20,15,3,9,0,0,0,5,1
82,30,7,7,4,0,0,1,1,1
83,25,60,15,9,1,1,0,1,1
84,5,365,16,7,1,1,1,5,1
85,25,30,16,10,0,0,1,4,1
86,25,90,8,2,1,0,1,2,1
87,10,90,7,5,0,0,0,5,0
88,5,30,6,5,0,0,0,3,0
89,25,90,2,9,1,0,1,1,1
90,10,30,13,2,1,0,1,2,1
91,10,15,12,6,1,0,1,3,1
92,5,90,15,10,0,0,0,2,0
93,15,15,9,3,1,1,0,4,1
94,40,365,2,4,0,1,0,3,0
95,20,15,17,8,0,0,1,5,1
96,40,60,5,5,0,0,0,2,0
97,30,60,11,9,1,1,0,5,1
98,20,15,19,3,1,0,0,5,1
99,30,7,7,7,0,0,1,2,1
100,25,90,2,8,0,0,0,2,0
101,7,180,16,9,1,0,0,1,0
102,5,180,12,4,1,0,0,1,0
103,20,60,15,1,0,1,0,3,0
104,20,180,1,5,1,0,0,3,1
105,25,90,13,10,0,1,0,3,1
106,15,90,6,7,1,0,1,1,0
107,10,60,13,4,0,0,0,5,1
108,25,90,18,0,0,1,1,4,1
109,18,180,3,7,1,1,0,4,1
110,10,30,1,8,1,0,0,2,1
111,5,180,15,0,0,0,0,1,0
112,10,60,13,7,0,0,0,2,0
113,15,15,5,9,0,0,0,4,1
114,10,7,13,1,0,0,1,2,1
115,5,30,5,3,1,0,0,1,1
116,15,60,19,1,0,0,1,1,0
117,40,180,18,1,1,0,0,1,0
118,20,15,10,9,0,0,1,4,1
119,20,180,8,2,1,0,1,1,1
120,30,180,15,7,0,0,0,3,0
121,40,15,20,3,0,1,0,3,1
122,40,180,4,6,0,1,1,1,0
123,10,365,2,9,1,0,0,3,0
124,20,90,6,2,0,0,0,1,0
125,5,180,3,9,0,0,0,4,0
126,12,365,7,10,1,0,1,3,1
127,12,90,10,2,1,0,1,4,1
128,15,30,6,1,1,0,0,3,1
129,20,180,16,5,0,1,1,5,0
130,20,90,2,5,0,0,0,5,0
131,12,60,17,0,1,0,0,4,1
132,20,30,13,6,0,0,1,3,1
133,10,180,1,3,0,0,0,5,0
134,18,15,6,10,0,0,0,1,1
135,7,365,5,2,1,1,0,2,1
136,40,30,13,7,0,0,1,5,1
137,30,15,18,1,1,0,1,5,1
138,15,60,12,8,0,0,1,1,0
139,18,7,7,7,1,1,0,5,1
140,12,90,15,7,1,1,0,5,0
141,40,365,3,2,0,0,0,5,0
142,20,180,16,3,0,0,0,3,1
143,30,15,1,1,1,0,0,5,0
144,20,15,16,1,0,0,1,2,1
145,5,180,12,3,1,0,0,3,0
146,5,365,19,5,1,0,0,3,0
147,30,60,8,4,1,1,1,4,1
148,30,60,12,0,0,0,0,5,1
149,12,30,15,9,0,0,1,2,0
150,30,180,2,0,1,0,0,2,0
151,10,90,17,5,0,0,0,4,0
152,20,30,7,2,1,0,1,2,1
153,18,30,13,2,1,0,1,3,1
154,25,180,1,6,0,0,0,1,0
155,30,7,6,0,0,0,0,3,0
156,15,30,13,0,0,1,1,1,1
157,5,60,11,9,1,0,0,2,0
158,10,15,10,2,0,0,1,5,1
159,40,15,16,7,0,0,0,1,1
160,25,180,20,0,1,0,1,3,0
161,18,180,17,9,0,0,0,3,0
162,25,180,17,3,0,0,0,3,0
163,30,180,4,8,0,0,1,3,0
164,12,60,5,3,1,1,0,4,1
165,5,180,14,9,0,0,1,2,0
166,5,30,20,7,0,1,0,5,1
167,40,90,10,6,1,0,0,4,0
168,12,365,14,2,0,1,0,2,1
169,20,30,1,6,1,0,1,1,0
170,7,30,11,6,0,1,0,4,1
171,10,60,18,9,0,0,0,4,1
172,5,15,16,2,0,0,0,4,1
173,15,15,18,1,1,0,0,4,1
174,5,180,8,8,0,0,0,1,0
175,25,365,10,0,0,0,0,3,0
176,5,60,10,6,0,0,0,4,1
177,5,15,5,3,0,0,0,2,1
178,7,7,10,1,0,0,1,3,0
179,7,180,18,1,1,0,1,1,1
180,18,60,6,7,0,1,0,5,0
181,20,30,3,6,1,1,0,1,1
182,15,60,8,6,0,0,0,5,0
183,5,30,9,4,0,0,0,2,1
184,5,60,5,9,1,1,1,5,1
185,10,180,2,7,0,1,0,4,0
186,7,60,2,1,0,0,0,3,0
187,15,90,7,1,1,1,1,3,1
188,40,30,17,4,1,0,0,4,1
189,18,90,10,0,0,0,0,3,1
190,20,90,12,5,1,0,0,1,0
191,12,15,2,3,1,0,0,4,1
192,20,60,10,5,0,0,0,4,0
193,25,30,20,6,1,0,1,3,1
194,5,180,1,2,0,0,0,5,0
195,18,60,4,10,0,0,1,2,1
196,25,365,13,7,0,0,0,5,0
197,15,15,12,6,1,0,0,1,1
198,12,180,11,0,0,0,0,4,1
199,7,90,10,5,0,0,0,4,0
200,18,180,15,6,1,1,0,1,0
201,18,30,5,10,1,1,0,2,1
202,5,60,17,3,1,0,0,4,0
203,30,180,5,1,0,0,0,5,0
204,18,30,2,9,0,0,0,1,0
205,10,30,9,8,0,1,1,4,1
206,12,60,6,6,1,0,0,5,1
207,12,60,18,0,0,0,1,1,0
208,10,30,14,7,1,0,0,1,0
209,40,30,19,2,0,1,0,1,1
210,10,30,14,3,1,0,0,2,1
211,10,180,8,4,1,0,1,1,0
212,12,90,17,0,1,0,1,3,1
213,20,180,3,5,0,0,1,3,0
214,12,365,10,9,1,0,1,1,1
215,30,60,17,5,0,0,0,4,1
216,5,7,11,1,0,0,1,3,1
217,25,7,8,10,0,1,1,5,1
218,20,30,1,9,1,0,0,5,1
219,7,365,13,5,0,0,1,4,0
220,25,60,4,7,1,1,1,5,1
221,5,30,7,5,0,0,1,4,0
222,30,30,14,3,0,1,1,5,1
223,30,60,5,3,0,1,1,1,0
224,7,90,11,8,1,0,1,5,1
225,20,15,17,5,0,0,0,1,1
226,40,365,5,7,1,0,0,5,1
227,10,60,20,7,0,1,0,5,1
228,20,15,3,6,1,0,0,5,1
229,40,180,5,2,0,0,0,1,0
230,30,7,15,9,0,0,1,5,1
231,12,365,19,0,1,1,0,5,1
232,5,365,16,4,1,1,1,2,1
233,7,90,8,9,0,1,1,1,1
234,5,180,13,9,1,0,1,3,0
235,15,30,16,1,0,0,0,4,0
236,15,365,3,9,1,0,0,2,0
237,20,60,1,1,0,0,0,5,1
238,30,90,9,6,0,0,0,3,0
239,30,365,9,10,0,0,1,3,1
240,10,365,17,2,1,0,0,5,0
241,10,180,2,7,1,1,1,5,1
242,10,30,9,8,0,0,0,2,0
243,12,365,19,7,1,1,0,1,1
244,25,90,13,5,0,0,1,2,0
245,18,365,5,4,1,0,0,1,1
246,25,90,9,2,0,0,0,3,0
247,5,30,13,2,1,0,1,4,1
248,25,30,1,6,0,0,0,5,0
249,12,60,15,4,0,0,0,2,0
250,5,180,4,5,1,1,1,3,0
251,25,30,4,5,1,1,1,2,0
252,12,60,20,8,1,0,0,1,1
253,18,30,10,0,1,1,1,5,1
254,25,180,6,7,1,0,0,1,1
255,12,60,12,9,0,1,0,1,0
256,10,7,20,4,0,0,0,1,0
257,30,15,16,5,1,1,0,3,0
258,10,7,3,5,1,0,0,5,0
259,30,60,14,0,1,1,0,4,0
260,7,15,1,2,1,0,0,2,0
261,7,15,10,5,1,0,0,1,1
262,7,365,15,10,1,0,1,5,0
263,18,180,7,10,0,0,0,2,0
264,10,60,4,8,0,0,1,5,1
265,30,365,14,5,1,1,1,2,1
266,12,7,16,5,1,0,0,5,1
267,5,90,14,0,1,0,0,4,0
268,12,90,3,8,0,0,0,5,0
269,5,60,17,3,1,0,1,5,1
270,15,30,14,1,1,0,1,1,1
271,12,60,18,0,1,0,1,1,1
272,25,60,3,2,0,0,0,1,0
273,25,90,19,2,1,1,1,5,1
274,20,15,3,4,1,0,0,4,0
275,10,15,12,0,1,1,1,2,1
276,5,15,5,6,1,1,0,1,0
277,5,30,10,0,1,0,0,3,1
278,10,60,9,3,0,1,1,5,1
279,18,15,1,5,0,0,1,4,1
280,20,180,13,0,1,0,0,4,0
281,18,30,3,6,0,0,1,1,0
282,18,15,19,9,1,0,0,1,1
283,18,90,11,6,0,1,0,3,0
284,10,7,16,2,0,0,0,3,1
285,18,90,6,3,1,0,0,1,0
286,25,90,3,5,0,0,1,2,0
287,7,30,19,10,1,0,0,1,1
288,15,7,6,6,1,1,0,1,0
289,5,30,8,3,0,0,0,4,0
290,5,15,13,9,1,0,1,1,1
291,15,15,12,10,0,0,0,1,0
292,10,30,10,8,0,0,1,1,1
293,12,30,3,8,0,0,0,2,1
294,10,60,4,8,0,0,1,4,0
295,5,90,1,9,1,0,0,5,0
296,5,60,13,5,1,1,1,5,0
297,15,15,4,1,0,0,0,5,1
298,18,15,11,1,1,1,0,5,1
299,10,180,19,10,1,1,0,4,1
300,30,60,11,3,1,1,1,1,1
301,15,180,12,8,0,0,1,5,0
302,25,30,11,2,1,1,1,1,1
303,5,90,6,5,0,1,0,5,0
304,15,60,12,1,1,1,0,2,1
305,10,30,9,0,1,0,0,1,1
306,5,60,10,4,0,0,0,4,0
307,12,60,3,7,0,1,1,2,1
308,15,30,3,9,0,0,0,2,0
309,20,30,20,9,0,0,0,4,1
310,5,180,16,1,0,0,0,2,1
311,10,365,3,9,1,1,1,1,1
312,7,30,10,8,0,0,0,3,0
313,30,30,11,7,0,1,1,3,1
314,40,15,8,2,0,0,0,5,1
315,18,90,6,0,0,0,1,5,0
316,40,30,20,3,0,0,0,1,1
317,10,365,11,7,1,0,0,4,0
318,25,30,12,2,0,0,1,1,1
319,25,30,16,9,1,0,0,5,1
320,7,90,18,1,0,0,1,2,1
321,18,180,13,6,1,0,1,1,1
322,20,60,3,3,0,0,0,1,0
323,7,60,15,5,1,0,1,4,1
324,40,365,14,4,1,0,1,5,1
325,7,7,18,1,1,0,1,1,1
326,40,180,14,9,1,0,0,2,1
327,5,15,5,1,1,1,0,2,1
328,25,180,14,8,1,0,0,3,1
329,5,90,8,10,1,0,1,5,0
330,30,30,15,9,1,0,1,2,1
331,18,180,15,1,1,0,0,4,0
332,20,7,19,7,0,0,0,5,0
333,40,30,20,7,0,0,1,2,1
334,20,60,6,0,1,0,1,1,1
335,40,30,19,0,0,0,1,5,1
336,10,90,8,3,1,0,0,2,0
337,7,7,6,1,0,0,0,1,0
338,30,15,20,0,0,0,0,3,1
339,25,15,15,8,1,0,0,5,1
340,40,15,3,2,1,1,1,5,1
341,20,60,10,0,0,0,0,2,0
342,30,180,15,1,0,1,1,3,0
343,12,365,16,7,0,0,0,4,1
344,12,180,17,4,1,1,0,2,1
345,5,15,19,10,0,0,0,2,1
346,25,60,11,6,1,0,0,4,0
347,10,15,16,5,1,0,0,4,1
348,20,30,5,0,1,0,0,4,1
349,7,60,5,5,0,0,1,4,1
350,7,7,14,10,0,0,0,4,0
351,20,30,18,6,0,0,1,1,1
352,18,365,8,3,0,0,1,1,1
353,10,60,5,7,0,0,1,4,1
354,30,60,7,7,1,0,1,3,1
355,40,7,16,6,0,0,0,3,0
356,18,30,14,10,0,0,0,4,0
357,40,180,5,1,0,0,1,1,0
358,40,15,9,5,1,1,0,3,1
359,18,60,4,5,0,1,0,1,1
360,5,7,4,6,0,0,1,2,1
361,12,60,16,5,0,0,0,1,0
362,40,7,17,1,1,0,1,4,0
363,18,180,15,7,1,0,0,5,0
364,18,180,4,3,0,0,1,4,0
365,15,180,6,8,0,0,1,2,1
366,5,30,16,7,0,0,1,1,1
367,25,180,4,2,1,0,0,3,0
368,15,60,6,2,0,1,0,4,0
369,15,30,5,7,1,1,0,3,1
370,20,90,16,1,0,1,1,1,0
371,12,7,16,8,0,0,0,2,0
372,18,15,10,3,0,0,0,4,0
373,12,90,9,5,1,1,0,3,0
374,10,30,4,2,1,0,0,4,1
375,20,60,14,2,1,0,0,4,0
376,25,30,4,2,0,0,1,3,1
377,12,180,12,10,0,0,0,2,0
378,7,365,10,9,1,0,0,4,1
379,40,180,4,1,0,1,0,2,0
380,10,30,18,7,1,0,1,2,1
381,5,15,13,8,0,1,0,1,1
382,25,60,13,7,0,1,0,3,0
383,10,7,14,9,0,1,0,1,1
384,40,7,18,2,1,0,1,5,1
385,20,60,1,6,0,0,0,1,0
386,40,60,16,10,1,1,0,4,1
387,15,365,15,9,0,0,0,4,0
388,40,30,5,1,1,0,1,4,1
389,15,30,6,3,0,0,0,5,0
390,20,15,6,5,0,0,1,2,0
391,30,365,3,10,1,0,0,4,0
392,15,180,16,4,0,0,0,1,0
393,5,180,12,8,1,0,1,2,1
394,40,365,4,9,1,0,0,1,0
395,40,60,1,3,0,1,0,1,0
396,5,60,4,4,1,0,0,4,0
397,7,30,1,3,1,0,0,1,1
398,18,60,8,7,0,1,1,5,1
399,30,60,5,7,1,0,1,2,1
400,25,60,2,2,1,1,1,4,1
401,15,365,12,0,0,0,1,4,0
402,5,365,17,5,0,0,1,1,1
403,20,180,7,1,0,0,1,1,0
404,15,180,11,1,1,0,0,3,0
405,18,90,4,2,1,0,0,3,0
406,20,15,5,7,1,0,1,4,1
407,10,7,6,2,0,0,1,4,1
408,40,90,11,6,0,1,1,1,0
409,10,90,1,9,1,0,0,5,0
410,15,7,10,9,0,1,0,5,1
411,18,365,20,8,1,0,0,1,0
412,30,15,11,7,1,0,0,3,1
413,15,30,17,0,0,1,1,3,1
414,5,90,8,6,0,1,0,5,0
415,12,15,13,6,0,0,0,4,0
416,15,7,20,7,1,1,0,1,1
417,40,30,18,9,1,0,0,4,1
418,40,180,16,4,1,0,0,3,0
419,15,60,2,9,0,0,1,5,1
420,20,90,5,8,0,1,1,4,0
421,12,60,18,8,1,1,1,3,1
422,5,7,3,7,0,0,1,3,0
423,15,365,17,5,1,1,1,3,1
424,20,7,16,5,0,1,0,4,1
425,40,365,6,0,0,0,0,2,0
426,40,60,19,5,0,0,0,5,1
427,18,365,7,3,0,0,0,3,0
428,15,15,18,3,1,0,0,4,0
429,12,60,14,1,0,1,0,1,1
430,7,15,6,10,1,0,0,5,0
431,12,7,8,3,1,0,1,1,1
432,40,90,15,4,0,0,1,1,1
433,40,30,15,4,0,0,0,4,1
434,10,60,15,4,1,0,1,2,0
435,40,15,16,3,0,0,1,4,1
436,5,30,1,0,1,0,0,4,1
437,25,180,11,9,1,0,1,5,0
438,15,60,5,7,0,1,0,4,1
439,12,90,5,2,1,0,0,5,0
440,25,90,6,1,0,0,0,3,0
441,20,180,2,8,0,0,0,5,0
442,7,30,6,6,1,0,0,4,1
443,5,90,14,8,0,1,0,3,0
444,12,365,11,1,1,0,1,3,0
445,25,90,4,8,1,0,1,2,1
446,7,60,9,9,0,0,1,4,1
447,10,90,3,8,0,0,1,1,1
448,5,90,16,10,0,1,1,4,1
449,5,90,11,8,0,0,0,1,0
450,10,7,4,9,0,0,1,2,1
451,15,15,1,9,1,1,1,4,1
452,10,180,16,3,1,0,0,2,0
453,5,30,19,9,1,0,0,1,1
454,5,90,16,2,0,0,0,5,0
455,25,30,11,5,1,0,0,4,1
456,40,60,8,2,0,1,0,3,0
457,7,7,1,10,0,0,0,3,1
458,10,15,9,8,0,1,1,2,1
459,7,365,12,2,0,0,0,5,0
460,10,180,8,1,1,0,0,3,0
461,20,90,17,7,1,0,0,3,1
462,5,60,10,5,1,0,1,4,1
463,40,90,7,7,1,0,1,3,0
464,25,90,19,6,1,0,0,1,0
465,40,60,6,2,0,1,0,2,0
466,40,7,19,7,0,0,0,3,0
467,40,90,18,9,1,0,1,4,1
468,7,180,15,0,0,1,1,1,0
469,10,365,2,0,1,1,1,3,0
470,30,7,14,9,0,0,0,2,1
471,20,90,10,7,0,1,0,2,1
472,12,60,16,8,0,0,0,2,0
473,40,60,7,9,1,0,1,3,1
474,15,15,8,5,0,1,0,1,1
475,7,60,10,4,1,1,1,5,1
476,25,30,15,1,0,1,1,2,1
477,12,30,8,10,1,1,1,1,1
478,30,90,13,8,0,0,0,4,0
479,15,90,12,5,0,0,0,4,0
480,30,60,8,7,0,0,1,1,1
481,12,365,15,8,0,0,1,4,1
482,40,30,12,8,0,0,0,4,1
483,15,30,11,7,1,0,1,2,1
484,30,90,19,9,0,1,0,3,0
485,25,15,14,7,0,1,0,3,1
486,10,30,18,2,0,0,0,3,1
487,5,30,13,2,0,0,1,3,1
488,10,7,4,1,0,0,1,1,1
489,12,180,17,0,0,0,0,2,0
490,7,30,19,3,0,1,0,1,1
491,5,60,9,1,0,0,0,4,1
492,20,7,7,1,1,0,1,2,1
493,25,90,1,10,1,1,0,5,0
494,20,30,7,10,0,1,1,3,1
495,15,90,7,4,0,0,1,4,0
496,5,60,20,3,0,0,1,3,1
497,20,15,7,0,0,1,1,3,1
498,20,60,8,8,0,0,0,3,1
499,30,15,16,3,1,1,1,5,1
500,10,60,3,4,0,0,0,4,0
501,30,30,13,6,1,0,0,3,1
502,5,365,10,1,0,0,0,3,0
503,5,7,18,7,1,0,0,2,1
504,12,90,7,10,1,0,1,3,1
505,30,15,5,1,0,0,1,2,1
506,18,30,7,10,0,0,0,4,0
507,10,60,17,9,1,0,0,4,1
508,5,365,4,4,1,0,0,4,0
509,12,30,16,1,0,0,0,2,1
510,30,15,19,1,0,1,1,5,1
511,10,30,10,3,0,0,0,5,1
512,30,15,3,3,0,0,0,3,1
513,20,15,3,7,1,0,0,4,0
514,12,60,17,5,1,1,0,1,1
515,10,7,10,9,0,0,0,3,0
516,40,7,17,7,0,0,0,5,1
517,15,90,17,6,0,0,0,5,0
518,15,30,4,9,1,0,0,4,1
519,10,15,6,3,1,0,0,2,0
520,30,30,12,1,0,0,0,3,0
521,12,90,20,8,0,0,1,2,0
522,15,30,17,1,1,0,1,5,1
523,12,60,17,0,0,0,1,4,0
524,15,15,10,7,0,0,0,5,1
525,20,60,7,9,0,0,0,4,1
526,30,30,16,8,0,0,0,1,0
527,20,90,13,0,0,0,0,2,0
528,15,180,3,6,1,0,0,3,0
529,40,90,2,1,1,0,0,4,0
530,40,30,16,5,0,1,0,1,1
531,20,30,6,10,0,0,0,1,1
532,40,30,6,4,1,0,1,2,1
533,15,15,13,0,0,0,0,4,1
534,10,15,7,1,0,0,0,3,0
535,20,180,5,1,0,0,0,3,0
536,7,30,7,9,1,0,1,3,1
537,30,60,2,9,0,0,1,5,0
538,40,60,17,5,0,1,0,5,1
539,40,60,13,10,0,0,1,4,1
540,5,7,16,0,0,0,0,3,0
541,18,180,20,10,1,0,1,1,0
542,20,15,2,3,1,0,1,3,1
543,25,90,5,9,0,0,1,4,1
544,40,180,18,10,0,0,1,3,1
545,30,90,7,4,1,0,0,2,0
546,7,60,11,1,0,1,0,3,0
547,40,7,11,1,1,0,0,1,1
548,7,30,17,6,0,0,1,4,1
549,15,90,16,6,0,1,0,4,0
550,15,30,13,5,1,0,0,1,1
551,18,180,5,0,0,0,0,4,0
552,10,30,20,2,0,0,0,3,0
553,25,30,16,8,1,0,0,4,1
554,5,30,16,9,1,0,0,3,1
555,18,30,16,0,1,0,0,4,1
556,12,60,14,1,1,1,0,3,1
557,5,90,6,7,0,0,1,3,0
558,20,90,2,6,0,1,0,1,0
559,30,180,14,8,0,1,0,1,1
560,12,180,16,9,1,0,0,5,1
561,12,180,20,3,0,1,0,1,1
562,18,7,13,3,0,0,0,3,1
563,10,90,15,6,1,1,1,3,1
564,18,30,12,0,0,0,0,4,0
565,20,15,9,9,0,1,0,4,0
566,40,90,18,8,0,0,0,5,0
567,40,30,14,1,0,1,0,3,1
568,10,7,20,0,0,0,0,5,1
569,20,15,4,6,0,0,1,3,1
570,10,7,8,5,0,0,1,1,0
571,7,365,8,2,0,0,0,4,1
572,40,7,16,0,0,0,0,5,1
573,12,30,10,4,0,0,0,2,1
574,25,60,17,9,0,0,0,3,1
575,30,30,1,3,0,0,0,1,1
576,20,365,18,4,0,0,0,2,0
577,5,7,10,0,1,0,1,1,1
578,10,60,4,0,1,1,0,1,1
579,30,90,1,4,0,0,0,3,0
580,5,365,4,5,0,0,0,1,0
581,30,90,4,4,0,0,1,5,0
582,25,180,4,1,1,1,0,2,0
583,5,15,17,8,1,0,0,1,1
584,18,30,9,4,0,0,0,1,0
585,15,30,19,10,1,0,1,4,1
586,18,180,13,10,1,1,0,4,1
587,40,15,4,4,0,0,0,5,0
588,15,15,5,9,0,0,1,4,0
589,18,30,13,8,0,0,0,1,0
590,15,7,16,2,0,1,0,1,0
591,15,15,5,4,0,0,0,2,0
592,12,365,8,4,1,0,0,4,0
593,10,60,16,1,0,0,0,3,0
594,10,90,1,10,0,1,1,4,1
595,12,90,6,3,1,0,0,1,0
596,30,30,11,10,0,0,1,2,1
597,7,15,16,10,0,0,1,4,1
598,30,30,5,1,0,0,1,2,0
599,5,30,16,4,0,0,0,4,1
600,5,90,7,9,0,0,0,5,0
601,15,30,19,1,1,0,1,1,0
602,18,7,1,9,0,0,1,1,1
603,18,60,9,8,1,1,1,3,1
604,10,365,18,9,0,0,0,1,0
605,20,180,13,5,1,1,0,3,0
606,30,180,15,7,1,0,1,1,1
607,40,180,3,8,1,0,1,4,0
608,25,30,10,7,0,0,0,4,1
609,18,180,9,4,1,0,1,5,0
610,25,15,13,4,1,0,0,4,1
611,15,90,16,5,1,0,0,2,1
612,25,90,3,0,0,1,1,4,0
613,40,7,15,10,0,0,0,3,1
614,12,180,17,7,0,0,1,5,0
615,40,365,14,1,0,0,1,2,0
616,25,30,7,5,1,1,0,2,1
617,40,180,20,8,1,0,1,1,0
618,7,15,16,2,0,1,1,3,1
619,15,60,8,1,0,0,1,4,0
620,30,60,4,9,0,1,0,4,0
621,12,60,20,4,0,0,0,1,1
622,18,365,15,10,0,0,1,4,0
623,5,180,5,8,1,1,0,2,1
624,30,180,13,5,0,0,0,4,0
625,5,30,6,7,1,0,0,4,0
626,15,365,5,7,0,0,0,2,0
627,12,15,17,6,1,0,1,3,1
628,10,180,7,4,0,0,1,3,0
629,18,30,6,1,0,0,1,2,0
630,7,7,2,9,0,0,1,2,0
631,10,90,11,9,0,1,1,5,0
632,15,30,7,4,0,0,0,5,0
633,30,30,8,6,1,0,1,4,1
634,7,30,5,6,0,0,0,4,0
635,40,7,18,10,0,0,0,5,0
636,25,15,16,1,1,0,0,4,1
637,7,7,14,6,0,0,0,3,1
638,15,60,12,5,0,0,0,3,0
639,20,15,17,6,1,1,0,1,1
640,25,90,5,10,0,1,0,5,1
641,5,30,14,7,1,0,0,3,1
642,18,365,6,3,1,0,0,1,0
643,5,180,15,0,1,1,0,2,1
644,7,30,7,7,1,0,0,3,1
645,5,180,14,7,0,1,0,1,0
646,15,180,18,2,0,1,1,4,0
647,40,365,1,2,1,0,1,1,0
648,30,60,6,4,0,0,1,3,0
649,18,15,3,2,1,1,0,4,1
650,5,90,5,4,1,1,1,4,1
651,5,90,12,7,1,0,0,1,1
652,7,90,11,0,0,0,0,1,0
653,30,30,13,1,0,1,0,3,1
654,10,180,16,1,0,0,0,4,0
655,5,365,18,3,0,0,1,5,0
656,15,30,17,8,1,0,1,1,1
657,20,15,17,1,1,1,1,5,1
658,18,15,11,10,1,1,0,5,1
659,5,180,20,8,0,0,1,4,0
660,15,90,10,6,0,0,1,3,1
661,15,90,16,9,0,0,0,5,0
662,18,60,2,7,0,1,1,3,1
663,10,60,17,0,0,0,0,1,0
664,15,30,20,4,0,1,0,4,1
665,20,60,10,8,0,0,0,2,0
666,15,180,13,3,0,1,1,4,1
667,15,365,12,1,1,1,0,2,0
668,15,365,15,5,0,0,0,1,0
669,40,365,7,1,1,0,0,3,1
670,40,60,13,2,0,0,0,1,1
671,10,60,12,7,0,1,0,4,0
672,5,90,12,2,0,0,0,2,0
673,15,365,2,1,1,0,0,2,0
674,30,15,5,5,0,0,0,4,0
675,5,30,2,2,0,0,0,4,0
676,10,15,20,0,1,0,1,1,1
677,12,90,13,2,0,0,1,5,0
678,5,30,3,5,0,1,0,2,0
679,5,30,11,2,0,0,0,4,0
680,25,7,16,8,0,0,1,1,1
681,7,30,1,6,1,0,0,5,1
682,25,180,19,4,1,0,1,3,1
683,20,30,11,1,0,0,0,4,0
684,40,90,9,8,0,0,0,5,0
685,40,90,14,4,1,1,1,3,1
686,7,180,9,6,0,0,1,3,1
687,18,15,7,8,1,0,0,1,1
688,18,365,16,3,0,0,0,2,0
689,10,60,3,8,1,1,1,4,1
690,7,365,19,0,1,0,0,5,0
691,5,365,4,5,1,1,1,3,1
692,18,30,7,1,0,0,0,2,1
693,15,7,12,7,1,0,0,3,0
694,30,30,18,4,0,0,0,4,1
